Sentence,Sentiment
also sixyear historic analysis provided market,0
 finnish liquid handling products diagnostic test systems maker biohit biobv said today loss narrowed eur usd first quarter eur period ,1
subject project provide company like software programming consultancy services computerrelated services data services computer support consultancy services internet services,0
profit taxes amounted year,-1
honkarakenne starts production need partner sawmill operations,0
yndx price stocks times lower annual earnings could resist buying everyone selling,1
 fiskars cash flow operating activities amounted eurm eurm previous year,1
 steel industry accounted percent cargo volumes transported whereas energy industry accounted percent industries percent,0
renn topping tail chart short here,-1
return investment compared first half ,-1
company said results third quarter include nonrecurring items,0
finnish software hardware developer elektrobit ebgv said today temporarily people maximum finland aiming achieve cost savings million second half ,0
annual sales unit million currently employs people,0
proud welcome another distribution facility north mississippi region known logistics center united states said gray swoope executive director,1
genvec biopharmaceutical company developing novel therapeutic drugs vaccines,0
cargo volume grew,1
estimated synergy benefits least eurm annually,1
service intended allow people thirteen mediterranean countries reach baltic rapidly single carrier,1
